game,console,Publisher,Release Year,Release Month,Release Day,Total Shipped,NA Sales,PAL Sales,Japan Sales,Other Sales,NS,PS4,XBOX ONE,PC,Genre(s),VGChartz Score,Metacritic(Critic),Metacritic(User),4Players,Destructoid,Edge,EGM,Game Informer,GameRevolution,GameSpot,GamesRadar+,IGN,Famitsu,Famitsu*5/2,Introduction
Shadow of the Tomb Raider,XBOX ONE,Square Enix,2018,9,14,780000,460000,250000,N/A,70000,0,1,1,1,"Action Adventure, General",N/A,82,73,80,75,N/A,80,N/A,80,60,80,90,N/A,#VALUE!,"Shadow of the Tomb Raider is a 2018 action-adventure video game developed by Eidos-Montréal and published by Square Enix's European subsidiary. It continues the narrative from the 2015 game Rise of the Tomb Raider and is the twelfth mainline entry in the Tomb Raider series.Set shortly after the events of Rise of the Tomb Raider, its story follows Lara Croft as she ventures through the tropical regions of the Americas to the legendary city Paititi, battling the paramilitary organization Trinity and racing to stop a Mayan apocalypse she has unleashed. Lara must traverse the environment and combat enemies with firearms and stealth as she explores semi-open hubs. In these hubs she can raid challenge tombs to unlock new rewards, complete side missions, and scavenge for resources which can be used to craft useful materials. "
LEGO Jurassic World,XBOX ONE,Warner Bros. Interactive Entertainment	,2015,6,12,780000,440000,270000,N/A,70000,0,1,1,0,"Action Adventure, General",N/A,70,68,80,N/A,N/A,N/A,60,N/A,60,70,76,N/A,#VALUE!,"Lego Jurassic World is a Lego-themed action-adventure vidGameplay consists of the player solving puzzles. The game features 20 levels, with five levels based on each film.The levels are accessed through a free-roaming overworld area.The game incorporates a two-player cooperation mode. The game features more than 100 unlockable characters to play as,[12] including more than 20 dinosaur species, such as Ankylosaurus, Stegosaurus, Triceratops and Tyrannosaurus. Mr. DNA, a cartoon character featured in the 1993 Jurassic Park film, is also an unlockable character.eo game developed by TT Fusion and published by Warner Bros. Interactive Entertainment. It adapts the plots of the first four films in the Jurassic Park franchise, and is part of a series of Lego-themed video games. "
Rare Replay,XBOX ONE,Microsoft Studios,2015,8,4,780000,420000,270000,10000,70000,0,0,1,0,"Miscellaneous, Compilation",N/A,84,80,N/A,N/A,N/A,N/A,88,N/A,N/A,N/A,90,N/A,#VALUE!,"Rare Replay is a 2015 compilation of 30 video games from the 30-year history of developers Rare and its predecessor, Ultimate Play the Game. The emulated games span multiple genres and consoles—from the ZX Spectrum to the Xbox 360—and retain the features and errors of their original releases with minimal edits. The compilation adds cheats to make the older games easier and a Snapshots mode of specific challenges culled from parts of the games. Player progress is rewarded with behind-the-scenes footage and interviews about Rare's major and unreleased games."
Mass Effect: Andromeda,XBOX ONE,Electronic Arts	,2017,3,21,780000,500000,200000,N/A,70000,0,1,1,1,"Role-Playing, Action RPG",N/A,76,51,78,65,N/A,60,80,70,60,70,77,N/A,#VALUE!,"Mass Effect: Andromeda is an action role-playing video game developed by BioWare and published by Electronic Arts. The fourth major entry in the Mass Effect series, it was released in March 2017 for Microsoft Windows, PlayStation 4, and Xbox One. The game is set within the Andromeda Galaxy during the 29th century, where humanity is planning to populate new home worlds as part of a strategy called the Andromeda Initiative. The player assumes the role of either Scott or Sara Ryder, an inexperienced military recruit who joins the Initiative and wakes up in Andromeda following a 634-year sleeper ship journey. Events transpire that result in Ryder becoming humanity's Pathfinder, who is tasked with finding a new home world for humanity while also dealing with an antagonistic alien species known as the Kett, and uncovering the secrets of a mysterious synthetic intelligence species known as the Remnant. "
Minecraft: Story Mode,XBOX ONE,Mojang,2015,10,27,770000,460000,240000,N/A,70000,1,1,1,1,"Adventure, Point-and-Click",N/A,67,65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#VALUE!,"Minecraft: Story Mode is an episodic point-and-click graphic adventure video game developed and published by Telltale Games, based on Mojang's sandbox video game Minecraft. Mojang assisted with the development of the game. The game follows the same episodic format as other Telltale Games titles, such as The Walking Dead, The Wolf Among Us, Tales from the Borderlands, and Game of Thrones. The story revolves around a player-created character named Jesse, originally an everyman, who later becomes a hero together with their friends. During the first four episodes, Jesse and their friends attempt to reassemble an old group of heroes known as the Order of the Stone to save the Overworld from the destructive Wither Storm. The rest of the first season follows Jesse and their friends, now the new Order of the Stone, on a new adventure after discovering a powerful artifact. In the second season, Jesse faces the powerful Admin.The first five episodes were released between October 2015 through March 2016, and an additional three episodes were released as downloadable content in mid-2016. A second season consisting of five episodes was released from July through December 2017. "
Fortnite,XBOX ONE,Gearbox Software,2017,7,21,770000,600000,90000,N/A,80000,1,1,1,1,"Action, Shooter, Third-Person, Tactical",N/A,85,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,96,N/A,#VALUE!,"Fortnite is an online video game developed by Epic Games and released in 2017. It is available in three distinct game mode versions that otherwise share the same general gameplay and game engine: Fortnite: Save the World, a cooperative hybrid-tower defense-shooter-survival game for up to four players to fight off zombie-like creatures and defend objects with traps and fortifications they can build; Fortnite Battle Royale, a free-to-play battle royale game in which up to 100 players fight to be the last person standing; and Fortnite Creative, in which players are given complete freedom to create worlds and battle arenas. Save the World and Battle Royale were released in 2017 as early access titles, while Creative was released on December 6, 2018. "
Quantum Break,XBOX ONE,Microsoft Studios,2016,4,5,760000,420000,250000,20000,70000,0,0,1,1,"General, Action",N/A,77,72,78,85,N/A,75,85,70,60,70,80,N/A,#VALUE!,"Quantum Break is a science fiction action-adventure third-person shooter video game developed by Remedy Entertainment and published by Microsoft Studios.The game centers on Jack Joyce, granted time manipulation powers after a failed time-machine experiment, as he comes into conflict with former friend Paul Serene over how to deal with an apocalyptic ""End of Time"". In addition, the game includes platform game elements in less action-oriented segments. There are also ""junction points"" that affect the game's outcome. The game features episodes of an integrated live-action television show, featuring the actors of the characters. The characters interact with the player's choices, displaying the results of the decisions made."
Wolfenstein: The New Order,XBOX ONE,Bethesda Softworks,2014,5,20,750000,390000,300000,N/A,60000,0,1,1,1,"General, Historic, Action, Shooter, First-Person, Arcade",N/A,79,78,68,75,N/A,N/A,80,N/A,80,80,78,N/A,#VALUE!,"Wolfenstein: The New Order is a 2014 action-adventure first-person shooter video game developed by MachineGames and published by Bethesda Softworks.The game is played from a first-person perspective and most of its levels are navigated on foot. The story is arranged in chapters, which players complete in order to progress. A morality choice in the prologue alters the game's storyline; some characters and small plot points are replaced throughout the two timelines. The game features a variety of weapons, most of which can be dual wielded. A cover system is present."
Rock Band 4,XBOX ONE,Harmonix Music Systems	,2015,10,6,750000,620000,50000,N/A,80000,0,1,1,0,"Action, Rhythm, Music",N/A,79,65,82,70,N/A,65,87.5,80,70,100,88,N/A,#VALUE!,"Rock Band 4 is a 2015 music video game developed and published by Harmonix. Rock Band 4 allows players to simulate the playing of music across many different decades and genres using instrument controllers that mimic playing lead and bass guitar, drums, and vocals. As the fourth main installment and the 7th major console installment in the Rock Band franchise, it was released for PlayStation 4 and Xbox One on October 6, 2015. Mad Catz, who also developed new instrument controllers for the game, marketed and distributed the title worldwide at launch;Performance Designed Products (PDP) took over manufacturing and distribution by the end of 2016. The game shipped with more than sixty licensed songs; additional songs are available as downloadable content, which includes a library of over 2000 existing songs from prior installments."
Need for Speed (2015),XBOX ONE,Electronic Arts	,2015,11,3,740000,350000,330000,N/A,60000,0,1,1,1,"Racing, Simulation, Automobile",67,65,76,N/A,60,N/A,70,70,70,80,60,63,N/A,#VALUE!,"Need for Speed is an online open world racing video game developed by Ghost Games and published by Electronic Arts. Followed by the customization of a Subaru BRZ which showed the new and improved customization system, and the 'action camera' which was later revealed to be one of the five different camera angles. There are five different gameplay types: Speed, Style, Crew, Build, and Outlaw where players can earn points for engaging in to progress in the game through five overlapping storylines. Need for Speed takes place in the fictional city of Ventura Bay and its surroundings which is based on Los Angeles."
The Sims 4,XBOX ONE,Electronic Arts	,2017,11,17,730000,420000,240000,N/A,70000,0,1,1,1,"Simulation, Virtual, Virtual Life",N/A,66,38,65,N/A,N/A,N/A,67.5,70,60,60,75,N/A,#VALUE!,"The Sims 4 is a 2014 life simulation video game developed by the Redwood Shores studio of Maxis and published by Electronic Arts. It is the fourth major title in The Sims series and was originally announced on May 6, 2013. Players create a Sim character and control their life to explore different personalities which change the way the game plays out. Sims can multitask. Sims' moodlets change the gameplay by influencing the Sims' emotional state, introducing new interaction options.Similar to previous Sims games, player-created challenges abound. One of the most prevalent is the Legacy Challenge, in which players create a single Sim and try to make its family line last for ten generations."
Need for Speed: Payback,XBOX ONE,Electronic Arts	,2017,11,10,730000,420000,240000,N/A,70000,0,1,1,1,"Simulation, Racing, Arcade, Automobile",59,61,39,65,N/A,N/A,20,N/A,N/A,50,70,59,N/A,#VALUE!,"Need for Speed Payback is a racing video game developed by Ghost Games and published by Electronic Arts .Set in an open world environment of Fortune Valley; a fictional version of Las Vegas, Nevada. It is focused on ""action driving"" and has three playable characters (each with different sets of skills) working together to pull off action movie like sequences. In contrast with the previous game, it also features a 24-hour day-night cycle."
LEGO Dimensions,XBOX ONE,Warner Bros. Interactive Entertainment,2015,9,27,720000,470000,180000,N/A,70000,0,1,1,0,"Action Adventure, General",N/A,80,71,85,75,N/A,N/A,87.5,N/A,80,N/A,77,N/A,#VALUE!,"Lego Dimensions is a Lego-themed action-adventure crossover video game developed by Traveller's Tales and published by Warner Bros. It follows the toys-to-life format, in that the player has Lego figures and a toy pad that can be played within the game itself where it features characters and environments from over 30 different franchises. The Starter Pack, containing the game, the USB toy pad, and three minifigures, was released in September 2015, while additional level packs and characters were released over the following two years. A third year of content was planned, but was cancelled in October 2017."
The Crew,XBOX ONE,Ubisoft,2014,12,2,710000,320000,340000,N/A,60000,0,1,1,1,"Driving, Racing, Simulation, Automobile",N/A,64,57,73,75,N/A,60,70,60,50,70,60,N/A,#VALUE!,"The Crew is an online-only racing video game developed by Ivory Tower and Ubisoft Reflections and published by Ubisoft.It features a persistent open world environment for free-roaming across a scaled-down recreation of the United States and includes both role-playing and large-scale multiplayer elements.The Single-player campaign is up to 20 hours long, and entails infiltrating criminal groups with protagonist Alex Taylor (Troy Baker). Players can also participate in mini-games called skills challenges that are peppered across the world. They are triggered when a player drives through them and involve completing challenges such as weaving through gates and staying as close to a racing line as possible for a period of time. "
Plants vs. Zombies: Garden Warfare,XBOX ONE,Electronic Arts	,2014,2,25,710000,390000,250000,0,60000,0,1,1,1,"General, Action, Shooter, Third-Person, Tactical",76,76,75,82,N/A,N/A,N/A,65,N/A,70,70,78,N/A,#VALUE!,"Plants vs. Zombies: Garden Warfare is a 2014 multiplayer third-person shooter and tower defense video game developed by PopCap Games and published by Electronic Arts. The third game in the Plants vs. Zombies franchise, the basic premise revolves around plants defending humankind from a zombie invasion. In the game, players assume control of either the Plants or the Zombies, as they fight in various cooperative and competitive multiplayer modes. Upon completing matches and finishing objectives, players earn coins to acquire stickers that unlock customization items and character variants."
Need for Speed Rivals,XBOX ONE,Electronic Arts	,2013,11,22,700000,450000,190000,N/A,70000,0,1,1,1,"Simulation, Racing, Arcade, Automobile",N/A,75,58,62,80,70,N/A,90,N/A,80,70,80,N/A,#VALUE!,"Need for Speed Rivals is a racing video game developed in a collaboration between Ghost Games and Criterion Games, and published by Electronic Arts.Players take on the role of a Racer or Cop, with each side of the law offering its own play style.Rivals features eleven upgradeable gadgets such as EMPs, shockwaves, spike strips, and the ability to call in roadblocks.The game takes place in a fictional location known as Redview County.The open world environment features a similar set-up to Most Wanted, with several jumps, speed traps, and unlockable cars, as well as shortcuts that are not shown on the map."
Wolfenstein II: The New Colossus,XBOX ONE,Bethesda Softworks,2017,10,27,700000,450000,190000,N/A,70000,1,1,1,1,"Action, Shooter, First-Person, Arcade",N/A,88,65,86,80,70,80,97.5,80,N/A,90,91,N/A,#VALUE!,"Wolfenstein II: The New Colossus is a 2017 action-adventure first-person shooter video game developed by MachineGames and published by Bethesda Softworks.The game is played from a first-person perspective and most of its levels are navigated on foot. The story is arranged in chapters, which players complete in order to progress. A binary choice in the prologue alters the game's entire storyline; some characters and small plot points are replaced throughout the timelines. The game features a variety of weapons, most of which can be dual wielded. A cover system is also present. Continuing from The New Order, the development team aimed to characterize Blazkowicz for players to adopt his personality."
The Evil Within,XBOX ONE,Bethesda Softworks,2014,10,14,690000,360000,270000,0,60000,0,1,1,1,"Horror, Action Adventure, Survival",79,79,74,76,70,N/A,N/A,90,N/A,70,70,87,35,87.5,"The Evil Within[a] is a third-person survival horror video game developed by Tango Gameworks and published by Bethesda Softworks. The game was directed by Resident Evil series creator Shinji Mikami.The game centers on protagonist Sebastian Castellanos as he is pulled through a distorted world full of nightmarish locations and horrid creatures. Played in a third-person perspective, players battle disfigured nightmare-like enemies, including bosses, using guns and melee weapons, and progress through the levels, avoiding traps, using stealth, and finding collectables."
LEGO Worlds,XBOX ONE,Warner Bros. Interactive Entertainment,2017,3,7,690000,280000,350000,N/A,50000,1,1,1,1,"Action Adventure, Sandbox",N/A,69,67,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72,N/A,#VALUE!,"Lego Worlds is a Lego-themed sandbox game developed by Traveller's Tales and published by Warner Bros. Interactive Entertainment. The game allows players to build constructions in a 3D procedurally generated world. A beta version of the game was released on 1 June 2015 on Steam Early Access. It was released on 7 March 2017 for Microsoft Windows, PlayStation 4, and Xbox One. A version for Nintendo Switch was released on 5 September 2017 in North America and 8 September 2017 in Europe. "
Borderlands: The Handsome Collection,XBOX ONE,2K Games,2015,3,24,680000,490000,130000,N/A,70000,1,1,1,1,"Miscellaneous, Compilation",N/A,80,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,84,N/A,#VALUE!,"Borderlands: The Handsome Collection (released as Borderlands: The Legendary Collection on Nintendo Switch) is a compilation of first-person shooter video games developed by Gearbox Software and published by 2K Games. The Handsome Collection consists of both Borderlands 2 and Borderlands: The Pre-Sequel.Both games in The Handsome Collection feature remastered graphics, and are capable of running at 1080p resolution at 60 frames per second when playing with one or two local players. The games are also capable of local split-screen multiplayer with up to four players, rather than the two-player limit of the previous-generation versions; four-player mode will reduce the frame rate to 30 frames per second."
Evolve,XBOX ONE,2K Games,2015,2,10,670000,400000,200000,N/A,60000,0,1,1,1,"Sci-Fi, Action, Shooter, First-Person, Arcade",N/A,74,51,85,60,N/A,N/A,85,80,80,70,90,N/A,#VALUE!,"Evolve is a first-person shooter video game developed by Turtle Rock Studios and published by 2K Games.Evolve uses an asymmetrical multiplayer structure, where five players—four playing as hunters and one as the monster—battle against each other on an industrialized alien planet called Shear. The hunters' gameplay is based on the first-person shooter design, while the monsters are controlled from a third-person perspective. The hunters' goal is to eliminate the monster, while the monster's goal is to consume wildlife and evolve to make themselves stronger before either eliminating the hunters, or successfully destroying the objective."
WWE 2K18,XBOX ONE,2K Sports,2017,10,17,660000,350000,250000,N/A,60000,1,1,1,1,"Sports, Individual, Combat, Wrestling",N/A,67,45,67,50,N/A,N/A,60,N/A,50,80,38,N/A,#VALUE!,"WWE 2K18 is a professional wrestling video game developed by Yuke's and published by 2K Sports. It is the nineteenth installment in the WWE game series (fifth under the WWE 2K banner).With its release, WWE 2K18 became the first in the series to be exclusively released on eighth generation hardware and also the first in the series to be released for PC and consoles simultaneously. A Nintendo Switch version followed on December 6, 2017, the only release of the series for the Switch and the first WWE game to be released for a Nintendo platform since WWE '13."
Tomb Raider: Definitive Edition,XBOX ONE,Square Enix,2014,1,28,660000,380000,220000,N/A,60000,0,1,1,0,"Modern, Action Adventure, General, Linear",N/A,86,78,N/A,N/A,N/A,N/A,92.5,N/A,85,90,91,38,95,"Tomb Raider is a 2013 action-adventure video game developed by Crystal Dynamics and published by Square Enix's European subsidiary. It is the tenth title in the Tomb Raider franchise, and operates as a reboot that reconstructs the origins of Lara Croft.Gameplay elements focus more on survival, although exploration is used within the game when exploring the island and various optional tombs. It is also the first game in the main series to have multiplayer, the first game in the series to be published by Square Enix, after the latter's acquisition of Eidos Interactive in 2009, and the first game in the series to be given a ""Mature"" rating from the ESRB."
Spyro Reignited Trilogy,XBOX ONE,Activision,2018,11,13,650000,360000,240000,N/A,60000,1,1,1,1,"Miscellaneous, Compilation",N/A,83,73,N/A,80,N/A,80,85,80,80,80,85,N/A,#VALUE!,"Spyro Reignited Trilogy is a platform video game developed by Toys for Bob and published by Activision. It is a collection of remasters of the first three games in the Spyro series: Spyro the Dragon (1998), Ripto's Rage! (1999), and Year of the Dragon (2000).Each game is a 3D platformer featuring the titular protagonist, a juvenile purple dragon named Spyro, as he attempts to restore peace in a set of worlds specific to each game by vanquishing enemies. Spyro's sidekick, a dragonfly named Sparx, acts as an indicator of his health, defending him from a limited number of enemy attacks. Additionally, the games feature a number of collectibles which must be acquired to make progress, such as gems, which also act as currency, and dragon eggs."
The LEGO Movie Videogame,XBOX ONE,Warner Bros. Interactive Entertainment	,2014,2,7,650000,420000,170000,N/A,60000,0,1,1,1,"Fantasy, Action Adventure, General",60,69,68,76,75,N/A,85,80,70,70,80,65,N/A,#VALUE!,"The Lego Movie Videogame is a Lego-themed action-adventure video game developed by TT Fusion. It follows the plot of the animated film The Lego Movie. The game was published by Warner Bros.The game introduces two main new character types: Regular Builders (such as Emmet in earlier levels) and Master Builders (such as Batman, Benny, Princess Uni-Kitty, Vitruvius, and Wyldstyle). Regular Builders are unable to normally construct objects out of piles of Lego pieces and instead require instruction pages that are found throughout each level for the construction worker characters to use. Using these, players follow the instructions to build objects with specific pieces like real-life LEGO sets. Master Builders, on the other hand, have the ability to grab Lego pieces from the environment and use them to create something new."
Crash Bandicoot N. Sane Trilogy,XBOX ONE,Activision,2018,6,29,650000,230000,370000,N/A,50000,1,1,1,1,"Miscellaneous, Compilation",N/A,79,77,N/A,85,N/A,80,80,90,60,70,85,N/A,#VALUE!,"Crash Bandicoot N. Sane Trilogy is a 2017 platform game developed by Vicarious Visions and published by Activision. It is a compilation of remasters of the first three games in the Crash Bandicoot series: Crash Bandicoot (1996), Cortex Strikes Back (1997), and Warped (1998); which were originally developed by Naughty Dog for the PlayStation.Each game features Crash Bandicoot traversing various levels in order to stop Doctor Neo Cortex from taking over the world. Like in the original games, Crash uses spinning and jumping techniques to defeat enemies, smash crates, and collect items such as Wumpa Fruits, extra lives and protective Aku Aku masks. The trilogy adds new features across all three games, including unified checkpoints, pause menus and save systems, including both manual and automatic saving, time trials, which were first introduced in Warped, and the ability to play most levels in each game as Crash's sister, Coco."
WWE 2K16,XBOX ONE,Take-Two Interactive,2015,10,27,630000,340000,240000,N/A,60000,0,1,1,1,"Sports, Individual, Combat, Wrestling",N/A,72,53,79,N/A,N/A,80,62.5,80,40,80,88,N/A,#VALUE!,"WWE 2K16 is a professional wrestling video game developed by Yuke's and published by 2K Sports for Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360 and Xbox One.[1] It is the sequel to WWE 2K15, and was succeeded by WWE 2K17. It was released on October 27, 2015, in North America and on October 30, 2015, in Europe, while being released on PC on March 11, 2016.2K announced on their social media accounts that WWE 2K16 will feature the ""largest roster in the game's history"", featuring over 120 unique playable characters, nearly double the 67 that were in last year's game."
Kinect Sports Rivals,XBOX ONE,Microsoft Studios,2014,4,8,620000,300000,250000,20000,50000,0,0,1,0,"General, Sports",N/A,60,50,48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73,N/A,#VALUE!,"Kinect Sports Rivals is a sports video game developed by Rare and published by Microsoft Studios for the Xbox One.The game features sports such as bowling, jetski racing, rock climbing, soccer, target shooting, and tennis."
South Park: The Fractured But Whole,XBOX ONE,Ubisoft,2017,10,17,620000,400000,170000,N/A,60000,1,1,1,1,"Role-Playing, General",N/A,84,80,84,85,N/A,90,87.5,70,80,90,85,N/A,#VALUE!,"South Park: The Fractured but Whole is a 2017 role-playing video game developed by Ubisoft San Francisco and published by Ubisoft in collaboration with South Park Digital Studios.The game is played from a 2.5D third-person perspective, replicating the aesthetic of the television series. The New Kid is able to freely explore South Park, interacting with characters, undertaking quests, and accessing new areas by progressing through the main story. The player can choose from up to ten superhero archetypes ranging from high-speed Speedsters, close-combat Brutalists, powerful Psychics, and healing Plantmancers; each offering unique abilities. The New Kid and up to three allies fight their enemies using attacks including melee, ranged, and powerful farts. Battles take place on a grid, around which participants can move freely. Attacks have specific areas of effect, requiring tactical positioning for attack and defense."
WWE 2K15,XBOX ONE,2K Sports,2014,11,18,610000,320000,230000,N/A,50000,0,1,1,1,"Sports, Individual, Combat, Wrestling",N/A,56,53,73,N/A,N/A,N/A,70,80,N/A,N/A,70,N/A,#VALUE!,"WWE 2K15 is a professional wrestling video game developed by Yuke's and published by 2K Sports for PlayStation 3, PlayStation 4, Xbox 360, Xbox One and Microsoft Windows. It is the sequel to WWE 2K14, and was succeeded by WWE 2K16.The game is based on the professional wrestling promotion WWE and WWE 2K15 serves as the first game in the series to signify the ""new generation"", placing a heavy emphasis on traditional and more relaxed gameplay, unlike the arcade-like combat prominent in previous installments. It also adds several new features to complement the main theme based around naturalism, adding a new chain grapple system at the beginning of matches, slowing the pacing of the matches and adding a new stamina bar to reflect and portray the quality of matches produced on WWE television."
EA Sports UFC 2,XBOX ONE,EA Sports,2016,3,15,610000,360000,190000,N/A,60000,0,1,1,0,"Sports, General, Individual, Combat",N/A,76,56,84,N/A,N/A,70,85,80,70,60,64,N/A,#VALUE!,"EA Sports UFC 2 is a mixed martial arts fighting video game developed by EA Canada, and published in March 2016 by Electronic Arts for PlayStation 4 and Xbox One. The sequel to 2014's EA Sports UFC, it is based on the Ultimate Fighting Championship (UFC) brand. The game's cover art features Ronda Rousey and Conor McGregor.Gameplay heavily resembles real UFC fights. The player can select from over 250 fighters and may customize various aspects of the fight, such as the rules. The fighter can perform an array of attacks, such as kicks, punches, grapples, submissions, and takedowns. The player can fight in a variety of game modes, including the career and ultimate team modes. "
NHL 17,XBOX ONE,EA Sports,2016,9,13,600000,520000,10000,N/A,60000,0,1,1,0,"Sports, Team, Ice Hockey, Sim",N/A,77,42,81,80,N/A,85,72.5,90,70,N/A,84,N/A,#VALUE!,"NHL 17 is an ice hockey simulation video game developed by EA Canada and published by EA Sports. It is the 26th installment in the NHL game series and was released for the PlayStation 4 and Xbox One consoles in September 2016.It features game presentation in the style of the NHL on NBC, with commentary being provided by Mike Emrick (play-by-play), Eddie Olczyk (color) and Ray Ferraro (ice-side reporter), with the network's score bug appearing on-screen as well."
Tekken 7,XBOX ONE,Namco Bandai Games,2017,6,2,580000,300000,230000,N/A,50000,0,1,1,1,"Action, Fighting",N/A,81,65,85,80,N/A,75,80,80,80,80,95,36,90,"Tekken 7 (鉄拳7) is a fighting game developed and published by Bandai Namco Entertainment. It is the seventh main and ninth overall installment in the Tekken series. Set shortly after the events of Tekken 6, the plot focuses on the events leading up to the final battle between martial artist Heihachi Mishima and his son, Kazuya. Tekken 7 introduces several new elements to the fighting system such as Rage Arts and the Power Crush mechanic, making the game more beginner friendly than previous iterations in the series. "
LEGO Marvel Super Heroes 2,XBOX ONE,Warner Bros. Interactive Entertainment	,2017,11,14,570000,320000,200000,N/A,50000,1,1,1,1,"Action, Platformer",N/A,74,73,80,N/A,N/A,N/A,N/A,N/A,70,N/A,80,N/A,#VALUE!,"Lego Marvel Super Heroes 2 is a Lego-themed action-adventure video game developed by Traveller's Tales and published by Warner Bros.With the core gameplay following the same style of past Lego titles, the game features the ability to manipulate time and a four-player competitive Super Hero battle mode. Lego Marvel Super Heroes 2's storyline centers around superheroes from different eras and realities of the Marvel Universe as they fight against the time-travelling villain Kang the Conqueror in a battle across space and time."
WWE 2K17,XBOX ONE,2K Games,2016,10,11,570000,260000,260000,N/A,50000,0,1,1,1,"Sports, Individual, Combat, Wrestling",N/A,68,49,70,N/A,N/A,60,57.5,N/A,60,80,82,N/A,#VALUE!,"WWE 2K17 is a professional wrestling video game developed by Yuke's and published by 2K Sports.It is the eighteenth game in the WWE game series (fourth under the WWE 2K banner), serving as the following from their previous game WWE 2K16 (released in 2015), and followed by WWE 2K18 (released in 2017). There are a variety of different game modes in WWE 2K17,such as Play mode,MyCareer mode,Universe mode."
Disney Infinity 2.0: Marvel Super Heroes,XBOX ONE,Disney Interactive Studios,2014,9,23,550000,350000,150000,N/A,50000,0,1,1,1,"Action Adventure, General, Fantasy",N/A,73,49,78,80,N/A,N/A,65,80,70,50,68,N/A,#VALUE!,"Disney Infinity 2.0 (also known as Disney Infinity: Marvel Super Heroes) is an action-adventure sandbox toys-to-lifevideo game developed by Avalanche Software and Heavy Iron Studios and published by Disney Interactive Studios. The game features additional work by Studio Gobo and Ninja Theory. It is the sequel and successor of the 2013 video game Disney Infinity and was announced on April 8, 2014."
Just Dance 2015,XBOX ONE,Ubisoft,2014,10,21,540000,360000,130000,N/A,50000,0,1,1,0,"Action, Rhythm, Dancing",81,70,77,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,N/A,#VALUE!,"Just Dance 2015 is a dance video game developed by Ubisoft Paris and Ubisoft Milan and published by Ubisoft. The sixth main installment in the Just Dance series.Players must mimic the routine of an on-screen dancer to a chosen song, scoring points based on their accuracy. A new ""challenge"" feature was added, which allows players to send and receive challenges to and from other players as ghost data.[3] As with the spin-off Just Dance Now, Just Dance 2015 allows a smartphone to be used as a controller with a companion app, as an alternative to requiring a console's own motion control accessories. Motions are detected through the phone using its internal sensors."
Dragon Ball FighterZ,XBOX ONE,Namco Bandai Games,2018,1,26,520000,380000,90000,N/A,50000,1,1,1,1,"Action, Fighting",N/A,86,78,84,85,N/A,90,92.5,80,90,80,85,36,90,"Dragon Ball FighterZ(pronounced ""fighters"") is a 2.5D fighting game, simulating 2D, developed by Arc System Works and published by Bandai Namco Entertainment. Dragon Ball FighterZ involves the player picking a team of 3 playable characters and a unique assist for each, then fighting an AI or human opponent with their own team of 3 characters. The game received positive reviews from critics, with many citing the game as one of the best fighting games released in the eighth generation of video game consoles. The game's fighting system, character roster, visuals, story mode, and music were all highly praised while its online functionality was criticized. "
Alien: Isolation,XBOX ONE,Sega,2014,10,7,520000,230000,250000,N/A,40000,1,1,1,1,"Action Adventure, Sci-Fi, General, Survival",N/A,78,80,83,85,N/A,80,77.5,90,60,90,59,N/A,#VALUE!,"Alien: Isolation is a 2014 survival horror video game developed by Creative Assembly and published by Sega.Alien: Isolation places an emphasis on stealth and survival horror gameplay, requiring the player to avoid and outsmart a single Alien creature with tools such as a motion tracker and flamethrower. It was designed to resemble the original film rather than its more action-oriented 1986 sequel Aliens, and features a similar lo-fi, 1970s vision of what the future would look like. The game runs on an engine built from scratch to accommodate technical aspects such as atmospheric and lighting effects and the Alien's behaviour. "
Halo Wars 2,XBOX ONE,Microsoft Studios,2017,2,21,510000,310000,150000,N/A,50000,0,0,1,1,"Strategy, Real-Time, General",N/A,79,62,73,N/A,N/A,N/A,N/A,N/A,60,60,70,N/A,#VALUE!,"Halo Wars 2 is a real-time strategy video game developed by 343 Industries and Creative Assembly.Players construct a base of operations, accumulate resources to produce infantry and vehicle units, and command their armies from a bird's-eye view of the battlefield. The primary goal during a battle is typically to destroy an opponent's bases or to capture and control territories on the battlefield. Combat is balanced by a ""rock–paper–scissors"" counter-attack system, in which ground vehicles are effective in combat against infantry, infantry are effective against aircraft, and aircraft are effective against ground vehicles. "
NHL 16,XBOX ONE,EA Sports,2015,9,15,510000,410000,50000,N/A,50000,0,1,1,0,"Sports, Team, Ice Hockey, Sim",N/A,80,60,83,N/A,N/A,N/A,75,80,80,N/A,78,N/A,#VALUE!,"NHL 16 is an ice hockey simulation video game developed by EA Canada and published by EA Sports. It is the 25th installment of the NHL series and was released on September 15, 2015 in North America .NHL 16 runs on EA Sports' advanced Ignite game engine and features many game modes, including one that has the player take control of their own custom player and pursuing a career in the NHL and one that has the player play as the manager of any NHL team. The fan-favorite EA Sports Hockey League (EASHL) mode, an online co-operative play mode, also returns to the game after being left out of the PlayStation 4 and Xbox One versions of NHL 15, the game's predecessor. "
